bin,promised,realized,true_cut,t,setting,seed,p,K
0,0.146299,0.13429,0.137547,1,baseline,15,1,3
1,0.242177,0.227457,0.221159,1,baseline,15,1,3
2,0.300621,0.287029,0.260827,1,baseline,15,1,3
3,0.352976,0.328862,0.316692,1,baseline,15,1,3
4,0.413507,0.352683,0.360252,1,baseline,15,1,3
0,0.146299,0.143341,0.137547,10,baseline,15,1,3
1,0.242177,0.243236,0.221159,10,baseline,15,1,3
2,0.300621,0.30143,0.260827,10,baseline,15,1,3
3,0.352976,0.353755,0.316692,10,baseline,15,1,3
4,0.413507,0.381685,0.360252,10,baseline,15,1,3
0,0.146299,0.13429,0.137547,1,baseline,15,1,5
1,0.242177,0.227457,0.221159,1,baseline,15,1,5
2,0.300621,0.287029,0.260827,1,baseline,15,1,5
3,0.352976,0.328862,0.316692,1,baseline,15,1,5
4,0.413507,0.352683,0.360252,1,baseline,15,1,5
0,0.146299,0.146941,0.137547,10,baseline,15,1,5
1,0.242177,0.241718,0.221159,10,baseline,15,1,5
2,0.300621,0.290789,0.260827,10,baseline,15,1,5
3,0.352976,0.331483,0.316692,10,baseline,15,1,5
4,0.413507,0.354143,0.360252,10,baseline,15,1,5
0,0.130724,0.121368,0.129599,1,baseline,16,0.1,1
1,0.245616,0.231533,0.218079,1,baseline,16,0.1,1
2,0.306697,0.28872,0.277129,1,baseline,16,0.1,1
3,0.352038,0.320083,0.324234,1,baseline,16,0.1,1
4,0.407529,0.344599,0.359454,1,baseline,16,0.1,1
0,0.130724,0.107743,0.129599,10,baseline,16,0.1,1
1,0.245616,0.2084,0.218079,10,baseline,16,0.1,1
2,0.306697,0.243652,0.277129,10,baseline,16,0.1,1
3,0.352038,0.275791,0.324234,10,baseline,16,0.1,1
4,0.407529,0.293557,0.359454,10,baseline,16,0.1,1
0,0.130724,0.121368,0.129599,1,baseline,16,0.1,3
1,0.245616,0.231533,0.218079,1,baseline,16,0.1,3
2,0.306697,0.28872,0.277129,1,baseline,16,0.1,3
3,0.352038,0.320083,0.324234,1,baseline,16,0.1,3
4,0.407529,0.344599,0.359454,1,baseline,16,0.1,3
0,0.130724,0.10626,0.129599,10,baseline,16,0.1,3
1,0.245616,0.207026,0.218079,10,baseline,16,0.1,3
2,0.306697,0.2463,0.277129,10,baseline,16,0.1,3
3,0.352038,0.277567,0.324234,10,baseline,16,0.1,3
4,0.407529,0.298491,0.359454,10,baseline,16,0.1,3
0,0.130724,0.121368,0.129599,1,baseline,16,0.1,5
1,0.245616,0.231533,0.218079,1,baseline,16,0.1,5
2,0.306697,0.28872,0.277129,1,baseline,16,0.1,5
3,0.352038,0.320083,0.324234,1,baseline,16,0.1,5
4,0.407529,0.344599,0.359454,1,baseline,16,0.1,5
0,0.130724,0.109503,0.129599,10,baseline,16,0.1,5
1,0.245616,0.209477,0.218079,10,baseline,16,0.1,5
2,0.306697,0.25118,0.277129,10,baseline,16,0.1,5
3,0.352038,0.281407,0.324234,10,baseline,16,0.1,5
4,0.407529,0.304643,0.359454,10,baseline,16,0.1,5
0,0.133163,0.122019,0.133952,1,baseline,16,0.25,1
1,0.23981,0.227662,0.22106,1,baseline,16,0.25,1
2,0.295505,0.28951,0.277403,1,baseline,16,0.25,1
3,0.343427,0.319594,0.302943,1,baseline,16,0.25,1
4,0.404532,0.340059,0.362665,1,baseline,16,0.25,1
0,0.133163,0.107923,0.133952,10,baseline,16,0.25,1
1,0.23981,0.195495,0.22106,10,baseline,16,0.25,1
2,0.295505,0.241009,0.277403,10,baseline,16,0.25,1
3,0.343427,0.250545,0.302943,10,baseline,16,0.25,1
4,0.404532,0.270709,0.362665,10,baseline,16,0.25,1
0,0.133163,0.122019,0.133952,1,baseline,16,0.25,3
1,0.23981,0.227662,0.22106,1,baseline,16,0.25,3
2,0.295505,0.28951,0.277403,1,baseline,16,0.25,3
3,0.343427,0.319594,0.302943,1,baseline,16,0.25,3
4,0.404532,0.340059,0.362665,1,baseline,16,0.25,3
0,0.133163,0.104055,0.133952,10,baseline,16,0.25,3
1,0.23981,0.19111,0.22106,10,baseline,16,0.25,3
2,0.295505,0.236474,0.277403,10,baseline,16,0.25,3
3,0.343427,0.249343,0.302943,10,baseline,16,0.25,3
4,0.404532,0.27009,0.362665,10,baseline,16,0.25,3
0,0.133163,0.122019,0.133952,1,baseline,16,0.25,5
1,0.23981,0.227662,0.22106,1,baseline,16,0.25,5
2,0.295505,0.28951,0.277403,1,baseline,16,0.25,5
3,0.343427,0.319594,0.302943,1,baseline,16,0.25,5
4,0.404532,0.340059,0.362665,1,baseline,16,0.25,5
0,0.133163,0.108773,0.133952,10,baseline,16,0.25,5
1,0.23981,0.195999,0.22106,10,baseline,16,0.25,5
2,0.295505,0.243287,0.277403,10,baseline,16,0.25,5
3,0.343427,0.259365,0.302943,10,baseline,16,0.25,5
4,0.404532,0.280892,0.362665,10,baseline,16,0.25,5
0,0.136795,0.128904,0.135658,1,baseline,16,0.5,1
1,0.2376,0.227241,0.220425,1,baseline,16,0.5,1
2,0.293135,0.284415,0.270163,1,baseline,16,0.5,1
3,0.341326,0.318017,0.299123,1,baseline,16,0.5,1
4,0.401682,0.342309,0.36002,1,baseline,16,0.5,1
0,0.136795,0.107375,0.135658,10,baseline,16,0.5,1
1,0.2376,0.188532,0.220425,10,baseline,16,0.5,1
2,0.293135,0.224932,0.270163,10,baseline,16,0.5,1
3,0.341326,0.241081,0.299123,10,baseline,16,0.5,1
4,0.401682,0.249915,0.36002,10,baseline,16,0.5,1
0,0.136795,0.128904,0.135658,1,baseline,16,0.5,3
1,0.2376,0.227241,0.220425,1,baseline,16,0.5,3
2,0.293135,0.284415,0.270163,1,baseline,16,0.5,3
3,0.341326,0.318017,0.299123,1,baseline,16,0.5,3
4,0.401682,0.342309,0.36002,1,baseline,16,0.5,3
0,0.136795,0.106406,0.135658,10,baseline,16,0.5,3
1,0.2376,0.184766,0.220425,10,baseline,16,0.5,3
2,0.293135,0.219604,0.270163,10,baseline,16,0.5,3
3,0.341326,0.236921,0.299123,10,baseline,16,0.5,3
4,0.401682,0.248673,0.36002,10,baseline,16,0.5,3
0,0.136795,0.128904,0.135658,1,baseline,16,0.5,5
1,0.2376,0.227241,0.220425,1,baseline,16,0.5,5
2,0.293135,0.284415,0.270163,1,baseline,16,0.5,5
3,0.341326,0.318017,0.299123,1,baseline,16,0.5,5
4,0.401682,0.342309,0.36002,1,baseline,16,0.5,5
0,0.136795,0.115177,0.135658,10,baseline,16,0.5,5
1,0.2376,0.192799,0.220425,10,baseline,16,0.5,5
2,0.293135,0.228452,0.270163,10,baseline,16,0.5,5
3,0.341326,0.247752,0.299123,10,baseline,16,0.5,5
4,0.401682,0.26227,0.36002,10,baseline,16,0.5,5
0,0.136694,0.130052,0.134467,1,baseline,16,1,1
1,0.235266,0.225461,0.217107,1,baseline,16,1,1
2,0.292237,0.282962,0.270621,1,baseline,16,1,1
3,0.341055,0.318347,0.303845,1,baseline,16,1,1
4,0.402904,0.343647,0.362217,1,baseline,16,1,1
0,0.136694,0.12515,0.134467,10,baseline,16,1,1
1,0.235266,0.23388,0.217107,10,baseline,16,1,1
2,0.292237,0.298673,0.270621,10,baseline,16,1,1
3,0.341055,0.332596,0.303845,10,baseline,16,1,1
4,0.402904,0.351639,0.362217,10,baseline,16,1,1
0,0.136694,0.130052,0.134467,1,baseline,16,1,3
1,0.235266,0.225461,0.217107,1,baseline,16,1,3
2,0.292237,0.282962,0.270621,1,baseline,16,1,3
3,0.341055,0.318347,0.303845,1,baseline,16,1,3
4,0.402904,0.343647,0.362217,1,baseline,16,1,3
0,0.136694,0.123,0.134467,10,baseline,16,1,3
1,0.235266,0.230155,0.217107,10,baseline,16,1,3
2,0.292237,0.293775,0.270621,10,baseline,16,1,3
3,0.341055,0.327336,0.303845,10,baseline,16,1,3
4,0.402904,0.347281,0.362217,10,baseline,16,1,3
0,0.136694,0.130052,0.134467,1,baseline,16,1,5
1,0.235266,0.225461,0.217107,1,baseline,16,1,5
2,0.292237,0.282962,0.270621,1,baseline,16,1,5
3,0.341055,0.318347,0.303845,1,baseline,16,1,5
4,0.402904,0.343647,0.362217,1,baseline,16,1,5
0,0.136694,0.127702,0.134467,10,baseline,16,1,5
1,0.235266,0.233947,0.217107,10,baseline,16,1,5
2,0.292237,0.296105,0.270621,10,baseline,16,1,5
3,0.341055,0.329015,0.303845,10,baseline,16,1,5
4,0.402904,0.349292,0.362217,10,baseline,16,1,5
0,0.169531,0.149071,0.128932,1,baseline,17,0.1,1
1,0.269796,0.246788,0.212034,1,baseline,17,0.1,1
2,0.325308,0.310415,0.274086,1,baseline,17,0.1,1
3,0.369656,0.334617,0.314554,1,baseline,17,0.1,1
4,0.438991,0.367898,0.378653,1,baseline,17,0.1,1
0,0.169531,0.0989493,0.128932,10,baseline,17,0.1,1
1,0.269796,0.179979,0.212034,10,baseline,17,0.1,1
2,0.325308,0.235454,0.274086,10,baseline,17,0.1,1
3,0.369656,0.258714,0.314554,10,baseline,17,0.1,1
4,0.438991,0.281663,0.378653,10,baseline,17,0.1,1
0,0.169531,0.149071,0.128932,1,baseline,17,0.1,3
1,0.269796,0.246788,0.212034,1,baseline,17,0.1,3
2,0.325308,0.310415,0.274086,1,baseline,17,0.1,3
3,0.369656,0.334617,0.314554,1,baseline,17,0.1,3
4,0.438991,0.367898,0.378653,1,baseline,17,0.1,3
0,0.169531,0.0982755,0.128932,10,baseline,17,0.1,3
1,0.269796,0.176607,0.212034,10,baseline,17,0.1,3
2,0.325308,0.228941,0.274086,10,baseline,17,0.1,3
3,0.369656,0.249426,0.314554,10,baseline,17,0.1,3
4,0.438991,0.268413,0.378653,10,baseline,17,0.1,3
0,0.169531,0.149071,0.128932,1,baseline,17,0.1,5
1,0.269796,0.246788,0.212034,1,baseline,17,0.1,5
2,0.325308,0.310415,0.274086,1,baseline,17,0.1,5
3,0.369656,0.334617,0.314554,1,baseline,17,0.1,5
4,0.438991,0.367898,0.378653,1,baseline,17,0.1,5
0,0.169531,0.104064,0.128932,10,baseline,17,0.1,5
1,0.269796,0.184777,0.212034,10,baseline,17,0.1,5
2,0.325308,0.237732,0.274086,10,baseline,17,0.1,5
3,0.369656,0.2589,0.314554,10,baseline,17,0.1,5
4,0.438991,0.279149,0.378653,10,baseline,17,0.1,5
0,0.171466,0.158017,0.132879,1,baseline,17,0.25,1
1,0.270041,0.248374,0.206725,1,baseline,17,0.25,1
2,0.326958,0.305649,0.265177,1,baseline,17,0.25,1
3,0.372554,0.336542,0.313832,1,baseline,17,0.25,1
4,0.443265,0.365517,0.373128,1,baseline,17,0.25,1
0,0.171466,0.103553,0.132879,10,baseline,17,0.25,1
1,0.270041,0.175405,0.206725,10,baseline,17,0.25,1
2,0.326958,0.216276,0.265177,10,baseline,17,0.25,1
3,0.372554,0.239464,0.313832,10,baseline,17,0.25,1
4,0.443265,0.260378,0.373128,10,baseline,17,0.25,1
0,0.171466,0.158017,0.132879,1,baseline,17,0.25,3
1,0.270041,0.248374,0.206725,1,baseline,17,0.25,3
2,0.326958,0.305649,0.265177,1,baseline,17,0.25,3
3,0.372554,0.336542,0.313832,1,baseline,17,0.25,3
4,0.443265,0.365517,0.373128,1,baseline,17,0.25,3
0,0.171466,0.102608,0.132879,10,baseline,17,0.25,3
1,0.270041,0.172023,0.206725,10,baseline,17,0.25,3
2,0.326958,0.208972,0.265177,10,baseline,17,0.25,3
3,0.372554,0.230102,0.313832,10,baseline,17,0.25,3
4,0.443265,0.248462,0.373128,10,baseline,17,0.25,3
0,0.171466,0.158017,0.132879,1,baseline,17,0.25,5
1,0.270041,0.248374,0.206725,1,baseline,17,0.25,5
2,0.326958,0.305649,0.265177,1,baseline,17,0.25,5
3,0.372554,0.336542,0.313832,1,baseline,17,0.25,5
4,0.443265,0.365517,0.373128,1,baseline,17,0.25,5
0,0.171466,0.108772,0.132879,10,baseline,17,0.25,5
1,0.270041,0.179258,0.206725,10,baseline,17,0.25,5
2,0.326958,0.216267,0.265177,10,baseline,17,0.25,5
3,0.372554,0.23732,0.313832,10,baseline,17,0.25,5
4,0.443265,0.2562,0.373128,10,baseline,17,0.25,5
0,0.174117,0.161621,0.13738,1,baseline,17,0.5,1
1,0.274615,0.256372,0.216982,1,baseline,17,0.5,1
2,0.332928,0.308287,0.277002,1,baseline,17,0.5,1
3,0.380463,0.342989,0.322333,1,baseline,17,0.5,1
4,0.445855,0.367118,0.377786,1,baseline,17,0.5,1
0,0.174117,0.105874,0.13738,10,baseline,17,0.5,1
1,0.274615,0.171699,0.216982,10,baseline,17,0.5,1
2,0.332928,0.204,0.277002,10,baseline,17,0.5,1
3,0.380463,0.221111,0.322333,10,baseline,17,0.5,1
4,0.445855,0.233525,0.377786,10,baseline,17,0.5,1
0,0.174117,0.161621,0.13738,1,baseline,17,0.5,3
1,0.274615,0.256372,0.216982,1,baseline,17,0.5,3
2,0.332928,0.308287,0.277002,1,baseline,17,0.5,3
3,0.380463,0.342989,0.322333,1,baseline,17,0.5,3
4,0.445855,0.367118,0.377786,1,baseline,17,0.5,3
0,0.174117,0.100477,0.13738,10,baseline,17,0.5,3
1,0.274615,0.161305,0.216982,10,baseline,17,0.5,3
2,0.332928,0.189868,0.277002,10,baseline,17,0.5,3
3,0.380463,0.204015,0.322333,10,baseline,17,0.5,3
4,0.445855,0.215203,0.377786,10,baseline,17,0.5,3
0,0.174117,0.161621,0.13738,1,baseline,17,0.5,5
1,0.274615,0.256372,0.216982,1,baseline,17,0.5,5
2,0.332928,0.308287,0.277002,1,baseline,17,0.5,5
3,0.380463,0.342989,0.322333,1,baseline,17,0.5,5
4,0.445855,0.367118,0.377786,1,baseline,17,0.5,5
0,0.174117,0.105652,0.13738,10,baseline,17,0.5,5
1,0.274615,0.167128,0.216982,10,baseline,17,0.5,5
2,0.332928,0.195475,0.277002,10,baseline,17,0.5,5
3,0.380463,0.208642,0.322333,10,baseline,17,0.5,5
4,0.445855,0.219774,0.377786,10,baseline,17,0.5,5
0,0.172625,0.160474,0.134274,1,baseline,17,1,1
1,0.271909,0.249258,0.215687,1,baseline,17,1,1
2,0.331864,0.306522,0.274737,1,baseline,17,1,1
3,0.380208,0.342612,0.32565,1,baseline,17,1,1
4,0.444534,0.367488,0.378794,1,baseline,17,1,1
0,0.172625,0.106971,0.134274,10,baseline,17,1,1
1,0.271909,0.203209,0.215687,10,baseline,17,1,1
2,0.331864,0.293913,0.274737,10,baseline,17,1,1
3,0.380208,0.348844,0.32565,10,baseline,17,1,1
4,0.444534,0.380011,0.378794,10,baseline,17,1,1
0,0.172625,0.160474,0.134274,1,baseline,17,1,3
1,0.271909,0.249258,0.215687,1,baseline,17,1,3
2,0.331864,0.306522,0.274737,1,baseline,17,1,3
3,0.380208,0.342612,0.32565,1,baseline,17,1,3
4,0.444534,0.367488,0.378794,1,baseline,17,1,3
0,0.172625,0.108175,0.134274,10,baseline,17,1,3
1,0.271909,0.202392,0.215687,10,baseline,17,1,3
2,0.331864,0.285849,0.274737,10,baseline,17,1,3
3,0.380208,0.334519,0.32565,10,baseline,17,1,3
4,0.444534,0.362244,0.378794,10,baseline,17,1,3
0,0.172625,0.160474,0.134274,1,baseline,17,1,5
1,0.271909,0.249258,0.215687,1,baseline,17,1,5
2,0.331864,0.306522,0.274737,1,baseline,17,1,5
3,0.380208,0.342612,0.32565,1,baseline,17,1,5
4,0.444534,0.367488,0.378794,1,baseline,17,1,5
0,0.172625,0.116784,0.134274,10,baseline,17,1,5
1,0.271909,0.210501,0.215687,10,baseline,17,1,5
2,0.331864,0.285479,0.274737,10,baseline,17,1,5
3,0.380208,0.32771,0.32565,10,baseline,17,1,5
4,0.444534,0.352136,0.378794,10,baseline,17,1,5
0,0.137038,0.120416,0.130037,1,baseline,18,0.1,1
1,0.227836,0.215841,0.227388,1,baseline,18,0.1,1
2,0.278981,0.262724,0.276744,1,baseline,18,0.1,1
3,0.313897,0.279787,0.320257,1,baseline,18,0.1,1
4,0.361521,0.296176,0.351899,1,baseline,18,0.1,1
0,0.137038,0.0913929,0.130037,10,baseline,18,0.1,1
1,0.227836,0.182032,0.227388,10,baseline,18,0.1,1
2,0.278981,0.231611,0.276744,10,baseline,18,0.1,1
3,0.313897,0.260834,0.320257,10,baseline,18,0.1,1
4,0.361521,0.28236,0.351899,10,baseline,18,0.1,1
0,0.137038,0.120416,0.130037,1,baseline,18,0.1,3
1,0.227836,0.215841,0.227388,1,baseline,18,0.1,3
2,0.278981,0.262724,0.276744,1,baseline,18,0.1,3
3,0.313897,0.279787,0.320257,1,baseline,18,0.1,3
4,0.361521,0.296176,0.351899,1,baseline,18,0.1,3
0,0.137038,0.0914589,0.130037,10,baseline,18,0.1,3
1,0.227836,0.181724,0.227388,10,baseline,18,0.1,3
2,0.278981,0.227709,0.276744,10,baseline,18,0.1,3
3,0.313897,0.256274,0.320257,10,baseline,18,0.1,3
4,0.361521,0.276774,0.351899,10,baseline,18,0.1,3
0,0.137038,0.120416,0.130037,1,baseline,18,0.1,5
1,0.227836,0.215841,0.227388,1,baseline,18,0.1,5
2,0.278981,0.262724,0.276744,1,baseline,18,0.1,5
3,0.313897,0.279787,0.320257,1,baseline,18,0.1,5
4,0.361521,0.296176,0.351899,1,baseline,18,0.1,5
0,0.137038,0.0981742,0.130037,10,baseline,18,0.1,5
1,0.227836,0.188875,0.227388,10,baseline,18,0.1,5
2,0.278981,0.234363,0.276744,10,baseline,18,0.1,5
3,0.313897,0.260823,0.320257,10,baseline,18,0.1,5
4,0.361521,0.280709,0.351899,10,baseline,18,0.1,5
0,0.126409,0.111292,0.127475,1,baseline,18,0.25,1
1,0.222815,0.205956,0.215279,1,baseline,18,0.25,1
2,0.273963,0.256204,0.271121,1,baseline,18,0.25,1
3,0.311009,0.283228,0.314378,1,baseline,18,0.25,1
4,0.364641,0.296254,0.346819,1,baseline,18,0.25,1
0,0.126409,0.0773285,0.127475,10,baseline,18,0.25,1
1,0.222815,0.164403,0.215279,10,baseline,18,0.25,1
2,0.273963,0.21465,0.271121,10,baseline,18,0.25,1
3,0.311009,0.245052,0.314378,10,baseline,18,0.25,1
4,0.364641,0.258135,0.346819,10,baseline,18,0.25,1
0,0.126409,0.111292,0.127475,1,baseline,18,0.25,3
1,0.222815,0.205956,0.215279,1,baseline,18,0.25,3
2,0.273963,0.256204,0.271121,1,baseline,18,0.25,3
3,0.311009,0.283228,0.314378,1,baseline,18,0.25,3
4,0.364641,0.296254,0.346819,1,baseline,18,0.25,3
0,0.126409,0.0789672,0.127475,10,baseline,18,0.25,3
1,0.222815,0.165363,0.215279,10,baseline,18,0.25,3
2,0.273963,0.215464,0.271121,10,baseline,18,0.25,3
3,0.311009,0.245788,0.314378,10,baseline,18,0.25,3
4,0.364641,0.257513,0.346819,10,baseline,18,0.25,3
0,0.126409,0.111292,0.127475,1,baseline,18,0.25,5
1,0.222815,0.205956,0.215279,1,baseline,18,0.25,5
2,0.273963,0.256204,0.271121,1,baseline,18,0.25,5
3,0.311009,0.283228,0.314378,1,baseline,18,0.25,5
4,0.364641,0.296254,0.346819,1,baseline,18,0.25,5
0,0.126409,0.08456,0.127475,10,baseline,18,0.25,5
1,0.222815,0.170559,0.215279,10,baseline,18,0.25,5
2,0.273963,0.218945,0.271121,10,baseline,18,0.25,5
3,0.311009,0.248744,0.314378,10,baseline,18,0.25,5
4,0.364641,0.260713,0.346819,10,baseline,18,0.25,5
0,0.127766,0.114819,0.133611,1,baseline,18,0.5,1
1,0.219327,0.200931,0.212626,1,baseline,18,0.5,1
2,0.269785,0.249807,0.264615,1,baseline,18,0.5,1
3,0.308522,0.283915,0.312097,1,baseline,18,0.5,1
4,0.364454,0.301359,0.355399,1,baseline,18,0.5,1
0,0.127766,0.0844779,0.133611,10,baseline,18,0.5,1
1,0.219327,0.162917,0.212626,10,baseline,18,0.5,1
2,0.269785,0.201198,0.264615,10,baseline,18,0.5,1
3,0.308522,0.231514,0.312097,10,baseline,18,0.5,1
4,0.364454,0.249289,0.355399,10,baseline,18,0.5,1
0,0.127766,0.114819,0.133611,1,baseline,18,0.5,3
1,0.219327,0.200931,0.212626,1,baseline,18,0.5,3
2,0.269785,0.249807,0.264615,1,baseline,18,0.5,3
3,0.308522,0.283915,0.312097,1,baseline,18,0.5,3
4,0.364454,0.301359,0.355399,1,baseline,18,0.5,3
0,0.127766,0.0832741,0.133611,10,baseline,18,0.5,3
1,0.219327,0.161433,0.212626,10,baseline,18,0.5,3
2,0.269785,0.201244,0.264615,10,baseline,18,0.5,3
3,0.308522,0.232886,0.312097,10,baseline,18,0.5,3
4,0.364454,0.249743,0.355399,10,baseline,18,0.5,3
0,0.127766,0.114819,0.133611,1,baseline,18,0.5,5
1,0.219327,0.200931,0.212626,1,baseline,18,0.5,5
2,0.269785,0.249807,0.264615,1,baseline,18,0.5,5
3,0.308522,0.283915,0.312097,1,baseline,18,0.5,5
4,0.364454,0.301359,0.355399,1,baseline,18,0.5,5
0,0.127766,0.0855314,0.133611,10,baseline,18,0.5,5
1,0.219327,0.164129,0.212626,10,baseline,18,0.5,5
2,0.269785,0.205387,0.264615,10,baseline,18,0.5,5
3,0.308522,0.237789,0.312097,10,baseline,18,0.5,5
4,0.364454,0.255914,0.355399,10,baseline,18,0.5,5
0,0.127598,0.114547,0.132738,1,baseline,18,1,1
1,0.223161,0.206334,0.219877,1,baseline,18,1,1
2,0.274471,0.257017,0.276575,1,baseline,18,1,1
3,0.312077,0.286652,0.318989,1,baseline,18,1,1
4,0.365604,0.30106,0.348832,1,baseline,18,1,1
0,0.127598,0.118819,0.132738,10,baseline,18,1,1
1,0.223161,0.221324,0.219877,10,baseline,18,1,1
2,0.274471,0.287336,0.276575,10,baseline,18,1,1
3,0.312077,0.322433,0.318989,10,baseline,18,1,1
4,0.365604,0.33631,0.348832,10,baseline,18,1,1
0,0.127598,0.114547,0.132738,1,baseline,18,1,3
1,0.223161,0.206334,0.219877,1,baseline,18,1,3
2,0.274471,0.257017,0.276575,1,baseline,18,1,3
3,0.312077,0.286652,0.318989,1,baseline,18,1,3
4,0.365604,0.30106,0.348832,1,baseline,18,1,3
0,0.127598,0.113038,0.132738,10,baseline,18,1,3
1,0.223161,0.216309,0.219877,10,baseline,18,1,3
2,0.274471,0.285633,0.276575,10,baseline,18,1,3
3,0.312077,0.323344,0.318989,10,baseline,18,1,3
4,0.365604,0.33701,0.348832,10,baseline,18,1,3
0,0.127598,0.114547,0.132738,1,baseline,18,1,5
1,0.223161,0.206334,0.219877,1,baseline,18,1,5
2,0.274471,0.257017,0.276575,1,baseline,18,1,5
3,0.312077,0.286652,0.318989,1,baseline,18,1,5
4,0.365604,0.30106,0.348832,1,baseline,18,1,5
0,0.127598,0.112187,0.132738,10,baseline,18,1,5
1,0.223161,0.21587,0.219877,10,baseline,18,1,5
2,0.274471,0.282623,0.276575,10,baseline,18,1,5
3,0.312077,0.319573,0.318989,10,baseline,18,1,5
4,0.365604,0.33279,0.348832,10,baseline,18,1,5
0,0.128758,0.128256,0.155496,1,baseline,19,0.1,1
1,0.210991,0.209578,0.207215,1,baseline,19,0.1,1
2,0.27157,0.265241,0.264028,1,baseline,19,0.1,1
3,0.324174,0.310917,0.331063,1,baseline,19,0.1,1
4,0.375935,0.333228,0.381184,1,baseline,19,0.1,1
0,0.128758,0.156515,0.155496,10,baseline,19,0.1,1
1,0.210991,0.230823,0.207215,10,baseline,19,0.1,1
2,0.27157,0.280295,0.264028,10,baseline,19,0.1,1
3,0.324174,0.32494,0.331063,10,baseline,19,0.1,1
4,0.375935,0.343338,0.381184,10,baseline,19,0.1,1
0,0.128758,0.128256,0.155496,1,baseline,19,0.1,3
1,0.210991,0.209578,0.207215,1,baseline,19,0.1,3
2,0.27157,0.265241,0.264028,1,baseline,19,0.1,3
3,0.324174,0.310917,0.331063,1,baseline,19,0.1,3
4,0.375935,0.333228,0.381184,1,baseline,19,0.1,3
0,0.128758,0.146233,0.155496,10,baseline,19,0.1,3
1,0.210991,0.216165,0.207215,10,baseline,19,0.1,3
2,0.27157,0.259803,0.264028,10,baseline,19,0.1,3
3,0.324174,0.300874,0.331063,10,baseline,19,0.1,3
4,0.375935,0.319822,0.381184,10,baseline,19,0.1,3
0,0.128758,0.128256,0.155496,1,baseline,19,0.1,5
1,0.210991,0.209578,0.207215,1,baseline,19,0.1,5
2,0.27157,0.265241,0.264028,1,baseline,19,0.1,5
3,0.324174,0.310917,0.331063,1,baseline,19,0.1,5
4,0.375935,0.333228,0.381184,1,baseline,19,0.1,5
0,0.128758,0.14724,0.155496,10,baseline,19,0.1,5
1,0.210991,0.212827,0.207215,10,baseline,19,0.1,5
2,0.27157,0.257502,0.264028,10,baseline,19,0.1,5
3,0.324174,0.29791,0.331063,10,baseline,19,0.1,5
4,0.375935,0.317534,0.381184,10,baseline,19,0.1,5
0,0.121728,0.11953,0.139638,1,baseline,19,0.25,1
1,0.211491,0.204029,0.203984,1,baseline,19,0.25,1
2,0.271606,0.261797,0.252103,1,baseline,19,0.25,1
3,0.323532,0.307997,0.325227,1,baseline,19,0.25,1
4,0.380283,0.339602,0.388261,1,baseline,19,0.25,1
0,0.121728,0.13285,0.139638,10,baseline,19,0.25,1
1,0.211491,0.210648,0.203984,10,baseline,19,0.25,1
2,0.271606,0.255204,0.252103,10,baseline,19,0.25,1
3,0.323532,0.298659,0.325227,10,baseline,19,0.25,1
4,0.380283,0.328161,0.388261,10,baseline,19,0.25,1
0,0.121728,0.11953,0.139638,1,baseline,19,0.25,3
1,0.211491,0.204029,0.203984,1,baseline,19,0.25,3
2,0.271606,0.261797,0.252103,1,baseline,19,0.25,3
3,0.323532,0.307997,0.325227,1,baseline,19,0.25,3
4,0.380283,0.339602,0.388261,1,baseline,19,0.25,3
0,0.121728,0.12828,0.139638,10,baseline,19,0.25,3
1,0.211491,0.201645,0.203984,10,baseline,19,0.25,3
2,0.271606,0.242124,0.252103,10,baseline,19,0.25,3
3,0.323532,0.279326,0.325227,10,baseline,19,0.25,3
4,0.380283,0.308146,0.388261,10,baseline,19,0.25,3
0,0.121728,0.11953,0.139638,1,baseline,19,0.25,5
1,0.211491,0.204029,0.203984,1,baseline,19,0.25,5
2,0.271606,0.261797,0.252103,1,baseline,19,0.25,5
3,0.323532,0.307997,0.325227,1,baseline,19,0.25,5
4,0.380283,0.339602,0.388261,1,baseline,19,0.25,5
0,0.121728,0.1273,0.139638,10,baseline,19,0.25,5
1,0.211491,0.197165,0.203984,10,baseline,19,0.25,5
2,0.271606,0.237589,0.252103,10,baseline,19,0.25,5
3,0.323532,0.27552,0.325227,10,baseline,19,0.25,5
4,0.380283,0.30529,0.388261,10,baseline,19,0.25,5
0,0.11948,0.114856,0.136877,1,baseline,19,0.5,1
1,0.209189,0.201354,0.207482,1,baseline,19,0.5,1
2,0.269142,0.26116,0.254069,1,baseline,19,0.5,1
3,0.322609,0.310142,0.326773,1,baseline,19,0.5,1
