bin,promised,realized,true_cut,t,setting,seed,p,K
1,0.222868,0.21466,0.239778,10,camera=0.3,3,0.25,3
2,0.27434,0.261438,0.292188,10,camera=0.3,3,0.25,3
3,0.31529,0.278717,0.337961,10,camera=0.3,3,0.25,3
4,0.364126,0.293161,0.361965,10,camera=0.3,3,0.25,3
0,0.129612,0.102335,0.140824,1,camera=0.3,3,0.5,3
1,0.224527,0.195769,0.233905,1,camera=0.3,3,0.5,3
2,0.275153,0.255395,0.29986,1,camera=0.3,3,0.5,3
3,0.312406,0.282946,0.333682,1,camera=0.3,3,0.5,3
4,0.362578,0.292377,0.36331,1,camera=0.3,3,0.5,3
0,0.129612,0.135603,0.140824,10,camera=0.3,3,0.5,3
1,0.224527,0.215728,0.233905,10,camera=0.3,3,0.5,3
2,0.275153,0.26184,0.29986,10,camera=0.3,3,0.5,3
3,0.312406,0.278866,0.333682,10,camera=0.3,3,0.5,3
4,0.362578,0.287636,0.36331,10,camera=0.3,3,0.5,3
0,0.131088,0.105081,0.144227,1,camera=0.3,3,1,3
1,0.225634,0.19835,0.234464,1,camera=0.3,3,1,3
2,0.27595,0.256371,0.29847,1,camera=0.3,3,1,3
3,0.314033,0.282313,0.336164,1,camera=0.3,3,1,3
4,0.363926,0.294324,0.364728,1,camera=0.3,3,1,3
0,0.131088,0.146644,0.144227,10,camera=0.3,3,1,3
1,0.225634,0.246047,0.234464,10,camera=0.3,3,1,3
2,0.27595,0.313854,0.29847,10,camera=0.3,3,1,3
3,0.314033,0.33637,0.336164,10,camera=0.3,3,1,3
4,0.363926,0.345484,0.364728,10,camera=0.3,3,1,3
0,0.154123,0.138216,0.160863,1,camera=0.3,4,0.1,3
1,0.244491,0.242233,0.251708,1,camera=0.3,4,0.1,3
2,0.301579,0.282991,0.303684,1,camera=0.3,4,0.1,3
3,0.349511,0.321364,0.342246,1,camera=0.3,4,0.1,3
4,0.409405,0.348011,0.409314,1,camera=0.3,4,0.1,3
0,0.154123,0.108958,0.160863,10,camera=0.3,4,0.1,3
1,0.244491,0.202841,0.251708,10,camera=0.3,4,0.1,3
2,0.301579,0.241127,0.303684,10,camera=0.3,4,0.1,3
3,0.349511,0.275937,0.342246,10,camera=0.3,4,0.1,3
4,0.409405,0.295924,0.409314,10,camera=0.3,4,0.1,3
0,0.148519,0.130035,0.150418,1,camera=0.3,4,0.25,3
1,0.237811,0.228495,0.241123,1,camera=0.3,4,0.25,3
2,0.293004,0.286265,0.30041,1,camera=0.3,4,0.25,3
3,0.344086,0.319378,0.343132,1,camera=0.3,4,0.25,3
4,0.409567,0.348654,0.400322,1,camera=0.3,4,0.25,3
0,0.148519,0.100398,0.150418,10,camera=0.3,4,0.25,3
1,0.237811,0.181723,0.241123,10,camera=0.3,4,0.25,3
2,0.293004,0.227567,0.30041,10,camera=0.3,4,0.25,3
3,0.344086,0.250257,0.343132,10,camera=0.3,4,0.25,3
4,0.409567,0.273944,0.400322,10,camera=0.3,4,0.25,3
0,0.146003,0.131538,0.146744,1,camera=0.3,4,0.5,3
1,0.236279,0.226263,0.238051,1,camera=0.3,4,0.5,3
2,0.291412,0.281474,0.294924,1,camera=0.3,4,0.5,3
3,0.342032,0.318131,0.335694,1,camera=0.3,4,0.5,3
4,0.407677,0.345531,0.401196,1,camera=0.3,4,0.5,3
0,0.146003,0.113108,0.146744,10,camera=0.3,4,0.5,3
1,0.236279,0.190316,0.238051,10,camera=0.3,4,0.5,3
2,0.291412,0.226047,0.294924,10,camera=0.3,4,0.5,3
3,0.342032,0.238401,0.335694,10,camera=0.3,4,0.5,3
4,0.407677,0.256696,0.401196,10,camera=0.3,4,0.5,3
0,0.14507,0.133085,0.148925,1,camera=0.3,4,1,3
1,0.235964,0.223266,0.236315,1,camera=0.3,4,1,3
2,0.293596,0.283078,0.295547,1,camera=0.3,4,1,3
3,0.343608,0.32084,0.339369,1,camera=0.3,4,1,3
4,0.406544,0.344886,0.402647,1,camera=0.3,4,1,3
0,0.14507,0.134133,0.148925,10,camera=0.3,4,1,3
1,0.235964,0.226923,0.236315,10,camera=0.3,4,1,3
2,0.293596,0.281996,0.295547,10,camera=0.3,4,1,3
3,0.343608,0.307819,0.339369,10,camera=0.3,4,1,3
4,0.406544,0.328189,0.402647,10,camera=0.3,4,1,3
0,0.149068,0.146099,0.16253,1,camera=0.3,5,0.1,3
1,0.257734,0.249702,0.265545,1,camera=0.3,5,0.1,3
2,0.308489,0.293107,0.307912,1,camera=0.3,5,0.1,3
3,0.348418,0.31656,0.351523,1,camera=0.3,5,0.1,3
4,0.399889,0.31705,0.363796,1,camera=0.3,5,0.1,3
0,0.149068,0.133472,0.16253,10,camera=0.3,5,0.1,3
1,0.257734,0.227944,0.265545,10,camera=0.3,5,0.1,3
2,0.308489,0.268456,0.307912,10,camera=0.3,5,0.1,3
3,0.348418,0.286833,0.351523,10,camera=0.3,5,0.1,3
4,0.399889,0.291882,0.363796,10,camera=0.3,5,0.1,3
0,0.14184,0.13937,0.155749,1,camera=0.3,5,0.25,3
1,0.240949,0.234515,0.24926,1,camera=0.3,5,0.25,3
2,0.299212,0.289147,0.298796,1,camera=0.3,5,0.25,3
3,0.340819,0.315045,0.348102,1,camera=0.3,5,0.25,3
4,0.395494,0.326851,0.373454,1,camera=0.3,5,0.25,3
0,0.14184,0.120722,0.155749,10,camera=0.3,5,0.25,3
1,0.240949,0.202741,0.24926,10,camera=0.3,5,0.25,3
2,0.299212,0.247081,0.298796,10,camera=0.3,5,0.25,3
3,0.340819,0.261659,0.348102,10,camera=0.3,5,0.25,3
4,0.395494,0.272692,0.373454,10,camera=0.3,5,0.25,3
0,0.138258,0.132678,0.149032,1,camera=0.3,5,0.5,3
1,0.234289,0.226209,0.237452,1,camera=0.3,5,0.5,3
2,0.295045,0.285956,0.293732,1,camera=0.3,5,0.5,3
3,0.340492,0.315267,0.339273,1,camera=0.3,5,0.5,3
4,0.395104,0.331123,0.370215,1,camera=0.3,5,0.5,3
0,0.138258,0.108065,0.149032,10,camera=0.3,5,0.5,3
1,0.234289,0.187685,0.237452,10,camera=0.3,5,0.5,3
2,0.295045,0.228148,0.293732,10,camera=0.3,5,0.5,3
3,0.340492,0.243187,0.339273,10,camera=0.3,5,0.5,3
4,0.395104,0.252969,0.370215,10,camera=0.3,5,0.5,3
0,0.137512,0.131013,0.145962,1,camera=0.3,5,1,3
1,0.232523,0.225392,0.237364,1,camera=0.3,5,1,3
2,0.293175,0.283083,0.290625,1,camera=0.3,5,1,3
3,0.337888,0.315109,0.338307,1,camera=0.3,5,1,3
4,0.392024,0.331563,0.370984,1,camera=0.3,5,1,3
0,0.137512,0.133283,0.145962,10,camera=0.3,5,1,3
1,0.232523,0.234998,0.237364,10,camera=0.3,5,1,3
2,0.293175,0.30195,0.290625,10,camera=0.3,5,1,3
3,0.337888,0.335308,0.338307,10,camera=0.3,5,1,3
4,0.392024,0.347259,0.370984,10,camera=0.3,5,1,3
0,0.15642,0.143437,0.144473,1,camera=0.3,6,0.1,3
1,0.247621,0.234593,0.240555,1,camera=0.3,6,0.1,3
2,0.305592,0.295819,0.293687,1,camera=0.3,6,0.1,3
3,0.35393,0.327697,0.341692,1,camera=0.3,6,0.1,3
4,0.408471,0.35392,0.386861,1,camera=0.3,6,0.1,3
0,0.15642,0.0936152,0.144473,10,camera=0.3,6,0.1,3
1,0.247621,0.184633,0.240555,10,camera=0.3,6,0.1,3
2,0.305592,0.257002,0.293687,10,camera=0.3,6,0.1,3
3,0.35393,0.293551,0.341692,10,camera=0.3,6,0.1,3
4,0.408471,0.320598,0.386861,10,camera=0.3,6,0.1,3
0,0.154072,0.137328,0.136606,1,camera=0.3,6,0.25,3
1,0.245038,0.222029,0.230744,1,camera=0.3,6,0.25,3
2,0.300844,0.295363,0.294663,1,camera=0.3,6,0.25,3
3,0.351104,0.316883,0.339128,1,camera=0.3,6,0.25,3
4,0.40908,0.347882,0.38392,1,camera=0.3,6,0.25,3
0,0.154072,0.0825496,0.136606,10,camera=0.3,6,0.25,3
1,0.245038,0.1646,0.230744,10,camera=0.3,6,0.25,3
2,0.300844,0.240583,0.294663,10,camera=0.3,6,0.25,3
3,0.351104,0.269312,0.339128,10,camera=0.3,6,0.25,3
4,0.40908,0.30056,0.38392,10,camera=0.3,6,0.25,3
0,0.161384,0.144541,0.144592,1,camera=0.3,6,0.5,3
1,0.251183,0.233215,0.233405,1,camera=0.3,6,0.5,3
2,0.30466,0.296309,0.297998,1,camera=0.3,6,0.5,3
3,0.350407,0.323552,0.345212,1,camera=0.3,6,0.5,3
4,0.409834,0.344855,0.387879,1,camera=0.3,6,0.5,3
0,0.161384,0.0930344,0.144592,10,camera=0.3,6,0.5,3
1,0.251183,0.177447,0.233405,10,camera=0.3,6,0.5,3
2,0.30466,0.231685,0.297998,10,camera=0.3,6,0.5,3
3,0.350407,0.256603,0.345212,10,camera=0.3,6,0.5,3
4,0.409834,0.273168,0.387879,10,camera=0.3,6,0.5,3
0,0.161253,0.143838,0.150495,1,camera=0.3,6,1,3
1,0.251876,0.233047,0.232967,1,camera=0.3,6,1,3
2,0.30456,0.295344,0.294161,1,camera=0.3,6,1,3
3,0.350015,0.323674,0.34636,1,camera=0.3,6,1,3
4,0.409212,0.338243,0.389744,1,camera=0.3,6,1,3
0,0.161253,0.114159,0.150495,10,camera=0.3,6,1,3
1,0.251876,0.208158,0.232967,10,camera=0.3,6,1,3
2,0.30456,0.30651,0.294161,10,camera=0.3,6,1,3
3,0.350015,0.360984,0.34636,10,camera=0.3,6,1,3
4,0.409212,0.381857,0.389744,10,camera=0.3,6,1,3
0,0.140781,0.130317,0.146026,1,camera=0.3,7,0.1,3
1,0.232492,0.236707,0.261187,1,camera=0.3,7,0.1,3
2,0.291877,0.279205,0.296114,1,camera=0.3,7,0.1,3
3,0.334031,0.304175,0.326271,1,camera=0.3,7,0.1,3
4,0.396042,0.336958,0.398318,1,camera=0.3,7,0.1,3
0,0.140781,0.128661,0.146026,10,camera=0.3,7,0.1,3
1,0.232492,0.228461,0.261187,10,camera=0.3,7,0.1,3
2,0.291877,0.266685,0.296114,10,camera=0.3,7,0.1,3
3,0.334031,0.286787,0.326271,10,camera=0.3,7,0.1,3
4,0.396042,0.318122,0.398318,10,camera=0.3,7,0.1,3
0,0.145934,0.144682,0.162037,1,camera=0.3,7,0.25,3
1,0.239101,0.235402,0.247045,1,camera=0.3,7,0.25,3
2,0.291949,0.275762,0.292394,1,camera=0.3,7,0.25,3
3,0.339967,0.311073,0.345044,1,camera=0.3,7,0.25,3
4,0.398362,0.341422,0.401883,1,camera=0.3,7,0.25,3
0,0.145934,0.140589,0.162037,10,camera=0.3,7,0.25,3
1,0.239101,0.220051,0.247045,10,camera=0.3,7,0.25,3
2,0.291949,0.253043,0.292394,10,camera=0.3,7,0.25,3
3,0.339967,0.280434,0.345044,10,camera=0.3,7,0.25,3
4,0.398362,0.303025,0.401883,10,camera=0.3,7,0.25,3
0,0.143303,0.140764,0.15758,1,camera=0.3,7,0.5,3
1,0.233156,0.226506,0.243273,1,camera=0.3,7,0.5,3
2,0.288782,0.276965,0.289848,1,camera=0.3,7,0.5,3
3,0.336452,0.307143,0.340634,1,camera=0.3,7,0.5,3
4,0.395822,0.337589,0.394567,1,camera=0.3,7,0.5,3
0,0.143303,0.140731,0.15758,10,camera=0.3,7,0.5,3
1,0.233156,0.209112,0.243273,10,camera=0.3,7,0.5,3
2,0.288782,0.241347,0.289848,10,camera=0.3,7,0.5,3
3,0.336452,0.256903,0.340634,10,camera=0.3,7,0.5,3
4,0.395822,0.270947,0.394567,10,camera=0.3,7,0.5,3
0,0.142419,0.13868,0.154515,1,camera=0.3,7,1,3
1,0.231113,0.225193,0.243101,1,camera=0.3,7,1,3
2,0.28907,0.276829,0.292553,1,camera=0.3,7,1,3
3,0.33843,0.308174,0.343072,1,camera=0.3,7,1,3
4,0.395806,0.337122,0.394006,1,camera=0.3,7,1,3
0,0.142419,0.139454,0.154515,10,camera=0.3,7,1,3
1,0.231113,0.238133,0.243101,10,camera=0.3,7,1,3
2,0.28907,0.316421,0.292553,10,camera=0.3,7,1,3
3,0.33843,0.363708,0.343072,10,camera=0.3,7,1,3
4,0.395806,0.396252,0.394006,10,camera=0.3,7,1,3
0,0.188798,0.177944,0.16381,1,camera=0.3,8,0.1,3
1,0.282456,0.272707,0.241088,1,camera=0.3,8,0.1,3
2,0.338734,0.325513,0.313764,1,camera=0.3,8,0.1,3
3,0.383891,0.373054,0.351653,1,camera=0.3,8,0.1,3
4,0.438879,0.38286,0.394893,1,camera=0.3,8,0.1,3
0,0.188798,0.121115,0.16381,10,camera=0.3,8,0.1,3
1,0.282456,0.201371,0.241088,10,camera=0.3,8,0.1,3
2,0.338734,0.250113,0.313764,10,camera=0.3,8,0.1,3
3,0.383891,0.28863,0.351653,10,camera=0.3,8,0.1,3
4,0.438879,0.289721,0.394893,10,camera=0.3,8,0.1,3
0,0.179483,0.169503,0.16027,1,camera=0.3,8,0.25,3
1,0.277816,0.2698,0.238731,1,camera=0.3,8,0.25,3
2,0.333446,0.321167,0.29857,1,camera=0.3,8,0.25,3
3,0.378267,0.365819,0.352041,1,camera=0.3,8,0.25,3
4,0.435153,0.379829,0.378153,1,camera=0.3,8,0.25,3
0,0.179483,0.102424,0.16027,10,camera=0.3,8,0.25,3
1,0.277816,0.177199,0.238731,10,camera=0.3,8,0.25,3
2,0.333446,0.226718,0.29857,10,camera=0.3,8,0.25,3
3,0.378267,0.253133,0.352041,10,camera=0.3,8,0.25,3
4,0.435153,0.255917,0.378153,10,camera=0.3,8,0.25,3
0,0.181492,0.177235,0.160005,1,camera=0.3,8,0.5,3
1,0.277391,0.268032,0.237316,1,camera=0.3,8,0.5,3
2,0.332205,0.320631,0.289757,1,camera=0.3,8,0.5,3
3,0.376674,0.361691,0.344126,1,camera=0.3,8,0.5,3
4,0.434551,0.379735,0.382879,1,camera=0.3,8,0.5,3
0,0.181492,0.0940353,0.160005,10,camera=0.3,8,0.5,3
1,0.277391,0.16316,0.237316,10,camera=0.3,8,0.5,3
2,0.332205,0.21217,0.289757,10,camera=0.3,8,0.5,3
3,0.376674,0.230282,0.344126,10,camera=0.3,8,0.5,3
4,0.434551,0.234497,0.382879,10,camera=0.3,8,0.5,3
0,0.18508,0.177208,0.159332,1,camera=0.3,8,1,3
1,0.279728,0.268605,0.239125,1,camera=0.3,8,1,3
2,0.332306,0.32189,0.290737,1,camera=0.3,8,1,3
3,0.377148,0.360373,0.342334,1,camera=0.3,8,1,3
4,0.434562,0.380461,0.380222,1,camera=0.3,8,1,3
0,0.18508,0.120095,0.159332,10,camera=0.3,8,1,3
1,0.279728,0.214528,0.239125,10,camera=0.3,8,1,3
2,0.332306,0.292308,0.290737,10,camera=0.3,8,1,3
3,0.377148,0.331829,0.342334,10,camera=0.3,8,1,3
4,0.434562,0.346375,0.380222,10,camera=0.3,8,1,3
0,0.130419,0.127661,0.149534,1,camera=0.3,9,0.1,3
1,0.240582,0.225881,0.255244,1,camera=0.3,9,0.1,3
2,0.290739,0.275668,0.279877,1,camera=0.3,9,0.1,3
3,0.330236,0.301346,0.341381,1,camera=0.3,9,0.1,3
4,0.392302,0.306538,0.391446,1,camera=0.3,9,0.1,3
0,0.130419,0.131098,0.149534,10,camera=0.3,9,0.1,3
1,0.240582,0.228051,0.255244,10,camera=0.3,9,0.1,3
2,0.290739,0.278477,0.279877,10,camera=0.3,9,0.1,3
3,0.330236,0.304577,0.341381,10,camera=0.3,9,0.1,3
4,0.392302,0.304402,0.391446,10,camera=0.3,9,0.1,3
0,0.136204,0.134324,0.152386,1,camera=0.3,9,0.25,3
1,0.23654,0.223329,0.243465,1,camera=0.3,9,0.25,3
2,0.290349,0.271012,0.295055,1,camera=0.3,9,0.25,3
3,0.332631,0.305061,0.346953,1,camera=0.3,9,0.25,3
4,0.393318,0.309338,0.387524,1,camera=0.3,9,0.25,3
0,0.136204,0.131252,0.152386,10,camera=0.3,9,0.25,3
1,0.23654,0.216204,0.243465,10,camera=0.3,9,0.25,3
2,0.290349,0.257741,0.295055,10,camera=0.3,9,0.25,3
3,0.332631,0.283559,0.346953,10,camera=0.3,9,0.25,3
4,0.393318,0.282306,0.387524,10,camera=0.3,9,0.25,3
0,0.135137,0.135779,0.152723,1,camera=0.3,9,0.5,3
1,0.23204,0.219449,0.231874,1,camera=0.3,9,0.5,3
2,0.286312,0.268476,0.292553,1,camera=0.3,9,0.5,3
3,0.331962,0.301479,0.350113,1,camera=0.3,9,0.5,3
4,0.389323,0.307631,0.390221,1,camera=0.3,9,0.5,3
0,0.135137,0.132993,0.152723,10,camera=0.3,9,0.5,3
1,0.23204,0.202539,0.231874,10,camera=0.3,9,0.5,3
2,0.286312,0.236847,0.292553,10,camera=0.3,9,0.5,3
3,0.331962,0.260454,0.350113,10,camera=0.3,9,0.5,3
4,0.389323,0.257719,0.390221,10,camera=0.3,9,0.5,3
0,0.137741,0.137043,0.153081,1,camera=0.3,9,1,3
1,0.234697,0.222746,0.232376,1,camera=0.3,9,1,3
2,0.289012,0.272104,0.295396,1,camera=0.3,9,1,3
3,0.332809,0.301641,0.344962,1,camera=0.3,9,1,3
4,0.38868,0.309314,0.392544,1,camera=0.3,9,1,3
0,0.137741,0.146111,0.153081,10,camera=0.3,9,1,3
1,0.234697,0.245444,0.232376,10,camera=0.3,9,1,3
2,0.289012,0.313319,0.295396,10,camera=0.3,9,1,3
3,0.332809,0.349737,0.344962,10,camera=0.3,9,1,3
4,0.38868,0.35448,0.392544,10,camera=0.3,9,1,3
0,0.12212,0.104979,0.13304,1,camera=0.3,10,0.1,3
1,0.232198,0.194401,0.210343,1,camera=0.3,10,0.1,3
2,0.300189,0.286296,0.298177,1,camera=0.3,10,0.1,3
3,0.346184,0.298208,0.343928,1,camera=0.3,10,0.1,3
4,0.40225,0.327274,0.373664,1,camera=0.3,10,0.1,3
0,0.12212,0.104291,0.13304,10,camera=0.3,10,0.1,3
1,0.232198,0.187007,0.210343,10,camera=0.3,10,0.1,3
2,0.300189,0.267909,0.298177,10,camera=0.3,10,0.1,3
3,0.346184,0.276558,0.343928,10,camera=0.3,10,0.1,3
4,0.40225,0.308892,0.373664,10,camera=0.3,10,0.1,3
0,0.140749,0.120539,0.154846,1,camera=0.3,10,0.25,3
1,0.245988,0.215335,0.231896,1,camera=0.3,10,0.25,3
2,0.303401,0.286149,0.299454,1,camera=0.3,10,0.25,3
3,0.345391,0.30243,0.319932,1,camera=0.3,10,0.25,3
4,0.40219,0.332682,0.371844,1,camera=0.3,10,0.25,3
0,0.140749,0.114205,0.154846,10,camera=0.3,10,0.25,3
1,0.245988,0.194486,0.231896,10,camera=0.3,10,0.25,3
2,0.303401,0.245612,0.299454,10,camera=0.3,10,0.25,3
3,0.345391,0.255929,0.319932,10,camera=0.3,10,0.25,3
4,0.40219,0.280484,0.371844,10,camera=0.3,10,0.25,3
0,0.137735,0.120913,0.154133,1,camera=0.3,10,0.5,3
1,0.241797,0.210019,0.228164,1,camera=0.3,10,0.5,3
2,0.300926,0.280061,0.291446,1,camera=0.3,10,0.5,3
3,0.345371,0.301384,0.3154,1,camera=0.3,10,0.5,3
4,0.40084,0.329271,0.363405,1,camera=0.3,10,0.5,3
0,0.137735,0.115909,0.154133,10,camera=0.3,10,0.5,3
1,0.241797,0.191294,0.228164,10,camera=0.3,10,0.5,3
2,0.300926,0.237381,0.291446,10,camera=0.3,10,0.5,3
3,0.345371,0.248979,0.3154,10,camera=0.3,10,0.5,3
4,0.40084,0.26871,0.363405,10,camera=0.3,10,0.5,3
0,0.140051,0.12311,0.151972,1,camera=0.3,10,1,3
1,0.243362,0.21454,0.239076,1,camera=0.3,10,1,3
2,0.301276,0.277116,0.29079,1,camera=0.3,10,1,3
3,0.346596,0.306264,0.319442,1,camera=0.3,10,1,3
4,0.401794,0.326755,0.361594,1,camera=0.3,10,1,3
0,0.140051,0.145618,0.151972,10,camera=0.3,10,1,3
1,0.243362,0.236841,0.239076,10,camera=0.3,10,1,3
2,0.301276,0.275842,0.29079,10,camera=0.3,10,1,3
3,0.346596,0.28122,0.319442,10,camera=0.3,10,1,3
4,0.401794,0.291702,0.361594,10,camera=0.3,10,1,3
0,0.134825,0.13527,0.164741,1,camera=0.3,11,0.1,3
1,0.222736,0.210359,0.229832,1,camera=0.3,11,0.1,3
2,0.281826,0.260963,0.284002,1,camera=0.3,11,0.1,3
3,0.346436,0.331153,0.348586,1,camera=0.3,11,0.1,3
4,0.403865,0.350573,0.393699,1,camera=0.3,11,0.1,3
0,0.134825,0.1068,0.164741,10,camera=0.3,11,0.1,3
1,0.222736,0.17382,0.229832,10,camera=0.3,11,0.1,3
2,0.281826,0.207969,0.284002,10,camera=0.3,11,0.1,3
3,0.346436,0.251697,0.348586,10,camera=0.3,11,0.1,3
4,0.403865,0.258912,0.393699,10,camera=0.3,11,0.1,3
0,0.131281,0.130303,0.154583,1,camera=0.3,11,0.25,3
1,0.219891,0.207488,0.227233,1,camera=0.3,11,0.25,3
2,0.285454,0.268741,0.280094,1,camera=0.3,11,0.25,3
3,0.343367,0.329704,0.349442,1,camera=0.3,11,0.25,3
4,0.403428,0.352131,0.399128,1,camera=0.3,11,0.25,3
0,0.131281,0.0938498,0.154583,10,camera=0.3,11,0.25,3
1,0.219891,0.159041,0.227233,10,camera=0.3,11,0.25,3
2,0.285454,0.195366,0.280094,10,camera=0.3,11,0.25,3
3,0.343367,0.233686,0.349442,10,camera=0.3,11,0.25,3
4,0.403428,0.238913,0.399128,10,camera=0.3,11,0.25,3
0,0.131427,0.128362,0.153535,1,camera=0.3,11,0.5,3
1,0.220124,0.208552,0.224867,1,camera=0.3,11,0.5,3
2,0.286896,0.273722,0.287174,1,camera=0.3,11,0.5,3
3,0.344852,0.333372,0.348622,1,camera=0.3,11,0.5,3
4,0.40339,0.353932,0.397809,1,camera=0.3,11,0.5,3
0,0.131427,0.0846682,0.153535,10,camera=0.3,11,0.5,3
1,0.220124,0.150698,0.224867,10,camera=0.3,11,0.5,3
2,0.286896,0.189089,0.287174,10,camera=0.3,11,0.5,3
3,0.344852,0.220992,0.348622,10,camera=0.3,11,0.5,3
4,0.40339,0.231902,0.397809,10,camera=0.3,11,0.5,3
0,0.130621,0.126642,0.148533,1,camera=0.3,11,1,3
1,0.218023,0.205202,0.227722,1,camera=0.3,11,1,3
2,0.284807,0.27104,0.28321,1,camera=0.3,11,1,3
3,0.344303,0.330998,0.349893,1,camera=0.3,11,1,3
4,0.404407,0.354987,0.39737,1,camera=0.3,11,1,3
0,0.130621,0.0742995,0.148533,10,camera=0.3,11,1,3
1,0.218023,0.162711,0.227722,10,camera=0.3,11,1,3
2,0.284807,0.260701,0.28321,10,camera=0.3,11,1,3
3,0.344303,0.342225,0.349893,10,camera=0.3,11,1,3
4,0.404407,0.360796,0.39737,10,camera=0.3,11,1,3
0,0.115259,0.0828835,0.146401,1,camera=0.3,12,0.1,3
1,0.202093,0.169311,0.256241,1,camera=0.3,12,0.1,3
2,0.270709,0.237924,0.283154,1,camera=0.3,12,0.1,3
3,0.338323,0.31777,0.329575,1,camera=0.3,12,0.1,3
4,0.403927,0.338852,0.405781,1,camera=0.3,12,0.1,3
0,0.115259,0.10212,0.146401,10,camera=0.3,12,0.1,3
1,0.202093,0.186375,0.256241,10,camera=0.3,12,0.1,3
2,0.270709,0.241154,0.283154,10,camera=0.3,12,0.1,3
3,0.338323,0.283346,0.329575,10,camera=0.3,12,0.1,3
4,0.403927,0.295351,0.405781,10,camera=0.3,12,0.1,3
0,0.118951,0.0864859,0.153641,1,camera=0.3,12,0.25,3
1,0.208158,0.166288,0.246841,1,camera=0.3,12,0.25,3
2,0.277464,0.243195,0.284534,1,camera=0.3,12,0.25,3
3,0.345104,0.320793,0.332938,1,camera=0.3,12,0.25,3
4,0.409641,0.336263,0.403418,1,camera=0.3,12,0.25,3
0,0.118951,0.112724,0.153641,10,camera=0.3,12,0.25,3
1,0.208158,0.183122,0.246841,10,camera=0.3,12,0.25,3
2,0.277464,0.23258,0.284534,10,camera=0.3,12,0.25,3
3,0.345104,0.264036,0.332938,10,camera=0.3,12,0.25,3
4,0.409641,0.262259,0.403418,10,camera=0.3,12,0.25,3
0,0.118763,0.0858941,0.157035,1,camera=0.3,12,0.5,3
1,0.211271,0.170526,0.249274,1,camera=0.3,12,0.5,3
2,0.280973,0.248831,0.29245,1,camera=0.3,12,0.5,3
3,0.34577,0.317507,0.331453,1,camera=0.3,12,0.5,3
4,0.408507,0.339633,0.399639,1,camera=0.3,12,0.5,3
0,0.118763,0.120552,0.157035,10,camera=0.3,12,0.5,3
1,0.211271,0.192462,0.249274,10,camera=0.3,12,0.5,3
2,0.280973,0.216731,0.29245,10,camera=0.3,12,0.5,3
3,0.34577,0.228512,0.331453,10,camera=0.3,12,0.5,3
4,0.408507,0.233407,0.399639,10,camera=0.3,12,0.5,3
0,0.119593,0.0880469,0.16049,1,camera=0.3,12,1,3
1,0.213255,0.17562,0.254697,1,camera=0.3,12,1,3
2,0.284595,0.251385,0.292903,1,camera=0.3,12,1,3
3,0.346417,0.319195,0.333241,1,camera=0.3,12,1,3
4,0.409773,0.342227,0.399787,1,camera=0.3,12,1,3
0,0.119593,0.0837778,0.16049,10,camera=0.3,12,1,3
1,0.213255,0.17909,0.254697,10,camera=0.3,12,1,3
2,0.284595,0.272552,0.292903,10,camera=0.3,12,1,3
3,0.346417,0.347565,0.333241,10,camera=0.3,12,1,3
4,0.409773,0.356608,0.399787,10,camera=0.3,12,1,3
0,0.111903,0.0999525,0.137182,1,camera=0.3,13,0.1,3
1,0.197651,0.192009,0.23668,1,camera=0.3,13,0.1,3
2,0.255562,0.243024,0.290153,1,camera=0.3,13,0.1,3
3,0.296522,0.283478,0.368913,1,camera=0.3,13,0.1,3
4,0.353855,0.295459,0.405571,1,camera=0.3,13,0.1,3
0,0.111903,0.13117,0.137182,10,camera=0.3,13,0.1,3
1,0.197651,0.221537,0.23668,10,camera=0.3,13,0.1,3
2,0.255562,0.271775,0.290153,10,camera=0.3,13,0.1,3
3,0.296522,0.308363,0.368913,10,camera=0.3,13,0.1,3
4,0.353855,0.314874,0.405571,10,camera=0.3,13,0.1,3
0,0.107471,0.0932733,0.133658,1,camera=0.3,13,0.25,3
1,0.19284,0.181653,0.232853,1,camera=0.3,13,0.25,3
2,0.253141,0.243463,0.291698,1,camera=0.3,13,0.25,3
3,0.296343,0.277275,0.360187,1,camera=0.3,13,0.25,3
4,0.349427,0.29829,0.410861,1,camera=0.3,13,0.25,3
0,0.107471,0.131487,0.133658,10,camera=0.3,13,0.25,3
1,0.19284,0.219576,0.232853,10,camera=0.3,13,0.25,3
2,0.253141,0.271312,0.291698,10,camera=0.3,13,0.25,3
3,0.296343,0.297508,0.360187,10,camera=0.3,13,0.25,3
4,0.349427,0.311949,0.410861,10,camera=0.3,13,0.25,3
0,0.114141,0.10086,0.142593,1,camera=0.3,13,0.5,3
1,0.197042,0.187163,0.233162,1,camera=0.3,13,0.5,3
2,0.25453,0.246164,0.297837,1,camera=0.3,13,0.5,3
3,0.297958,0.277529,0.357434,1,camera=0.3,13,0.5,3
4,0.350695,0.296326,0.403997,1,camera=0.3,13,0.5,3
0,0.114141,0.161558,0.142593,10,camera=0.3,13,0.5,3
1,0.197042,0.23408,0.233162,10,camera=0.3,13,0.5,3
2,0.25453,0.272039,0.297837,10,camera=0.3,13,0.5,3
3,0.297958,0.292444,0.357434,10,camera=0.3,13,0.5,3
4,0.350695,0.300518,0.403997,10,camera=0.3,13,0.5,3
0,0.117099,0.105667,0.146957,1,camera=0.3,13,1,3
1,0.199394,0.18968,0.236972,1,camera=0.3,13,1,3
